id,education,marriage,income,is_local,apply_amount,overdue_amount,credit_amount,overdue_months,overdue_number,extened_number,advanced_number,state
23810,1,1,3,1,13000,0,13000,0,0,0,0,0
23811,1,1,3,1,684,0,72849,1,0,0,0,0
23812,1,1,4,1,9000,0,9000,0,0,0,0,0
23813,4,2,2,1,1000,0,1447,2,0,0,0,0
23814,2,2,1,1,556,0,17756,0,0,0,0,1
23815,2,1,3,1,500,0,14300,0,0,0,0,0
23816,2,2,4,0,500,0,24373,20,0,0,0,0
23817,1,2,3,1,2000,0,220000,14,0,0,0,0
23818,1,1,3,1,2500,0,54000,6,0,0,0,0
23819,1,2,3,1,5300,0,12300,0,0,0,0,0
23820,1,1,4,0,500,0,150824,0,0,0,0,0
23821,1,1,3,1,1900,0,1461600,2,1,0,0,0
23822,2,1,4,1,666,0,301500,0,0,0,0,0
23823,1,2,2,1,0,0,0,0,0,0,0,0
23824,1,1,4,1,168,0,13941,18,0,0,0,0
23825,1,1,3,1,5500,21,319300,2,0,0,0,0
23826,1,1,4,0,1000,0,102690,0,0,0,0,0
23827,2,2,3,1,1000,0,11800,0,0,0,0,0
23828,1,1,3,1,1450,0,112438,0,0,0,0,0
23829,2,1,4,1,26000,0,52000,2,0,0,0,0
23830,2,2,4,1,1000,0,19000,5,0,0,0,0
23831,2,2,3,1,1100,0,9100,7,0,0,0,0
23832,1,1,4,1,122,0,26736,1,0,0,0,0
23833,1,2,5,0,1200,0,3500,15,0,0,0,0
23834,1,2,3,0,3099,0,9999,4,0,0,0,0
23835,1,1,4,0,600,0,41467,8,0,0,0,0
23836,2,1,4,1,573,0,10460,5,0,0,0,0
23837,2,1,4,0,5000,0,0,8,0,0,0,0
23838,1,2,3,1,6000,0,56000,3,0,0,0,0
23839,2,2,3,0,1200,0,30300,1,0,0,0,0
23840,4,2,4,1,500,0,57407,1,0,0,0,0
23841,1,2,3,0,742,0,38973,0,0,0,0,0
23842,1,2,2,1,580,29,22387,1,0,0,0,0
23843,1,1,4,0,500,0,43786,5,0,0,0,0
23844,1,1,3,0,1000,0,195000,1,1,0,0,0
23845,2,1,3,0,10000,0,10000,1,0,0,0,0
23846,2,2,3,0,400000,0,400000,12,0,0,0,0
23847,1,1,5,0,1106,0,72550,1,0,0,0,0
23848,2,2,3,1,996,0,16240,0,0,0,0,0
23849,4,1,4,1,1400,0,71487,1,0,0,0,0
23850,1,1,3,1,700,0,18050,9,0,0,0,0
23851,2,1,4,1,500,0,23442,0,0,0,0,0
23852,1,1,4,1,9000,0,9000,6,0,0,0,0
23853,1,1,4,1,4500,0,16600,5,0,0,0,0
23854,1,1,4,0,0,0,0,11,0,0,0,0
23855,1,2,3,0,3828,0,103046,0,0,0,0,0
23856,1,2,3,1,1500,0,6000,0,0,0,0,0
23857,1,1,5,1,15000,0,35000,0,0,0,0,0
23858,1,2,3,1,500,0,15500,1,0,0,0,0
23859,1,1,3,1,2699,0,58699,1,0,0,0,0
23860,4,1,4,1,700,0,3000,0,0,0,0,0
23861,2,1,5,1,200000,0,200000,3,3,0,0,0
23862,1,1,4,1,250,0,398361,1,0,0,0,0
23863,1,1,3,1,10000,0,12000,1,0,0,0,0
23864,1,1,4,1,2000,0,159229,2,0,0,0,0
23865,1,1,3,1,1000,0,11750,0,1,0,0,0
23866,1,2,3,1,1500,0,13500,0,0,0,0,0
23867,1,2,3,0,5000,0,5000,2,0,0,0,0
23868,2,2,3,0,800,0,74300,1,0,0,0,0
23869,1,2,3,1,3499,0,4886,4,0,0,0,0
23870,1,1,4,1,1275,0,15074,8,0,0,0,0
23871,1,2,3,1,1000,0,43100,8,1,0,0,0
23872,4,2,3,0,706,0,13386,14,0,0,0,0
23873,1,1,3,0,28,0,92669,8,0,0,0,0
23874,2,2,4,0,500,0,37100,4,0,0,0,0
23875,1,1,4,1,1300,0,9400,0,0,0,0,0
23876,2,1,4,1,0,0,0,0,0,0,0,0
23877,1,3,5,1,455,0,0,56,1,0,0,0
23878,1,1,3,1,0,0,0,1,0,0,0,0
23879,4,1,3,0,1900,0,10300,1,1,0,0,0
23880,4,1,4,0,0,0,0,0,0,0,0,0
23881,1,1,4,1,4000,0,39000,0,0,0,0,0
23882,1,2,2,1,1200,0,1400,24,0,0,0,0
23883,1,3,3,0,500,0,79700,15,0,0,0,0
23884,2,2,3,1,1900,0,15899,0,0,0,0,1
23885,1,1,3,0,0,0,0,6,0,0,0,0
23886,2,1,4,1,2699,0,14587,31,1,0,0,0
23887,2,1,4,1,500,0,6100,0,0,0,0,0
23888,1,1,4,1,10000,0,440000,2,0,0,0,0
23889,1,2,3,0,500,0,11783,8,0,0,0,0
23890,1,1,3,1,8600,0,260000,0,1,0,0,0
23891,1,1,4,0,0,0,0,0,0,0,0,0
23892,3,1,6,0,1127,0,26688,4,0,0,0,0
23893,1,1,3,0,1800,0,6600,30,0,0,0,0
23894,1,2,3,1,0,0,0,0,0,0,0,0
23895,4,1,4,1,0,0,0,2,0,0,0,0
23896,1,1,4,1,2999,0,68400,3,0,0,0,0
23897,2,1,5,0,0,0,0,0,0,0,0,0
23898,1,2,3,1,500,0,21500,13,9,0,0,0
23899,1,1,4,0,1200,200,275542,1,0,0,0,0
23900,1,1,5,0,500,0,29328,1,0,0,0,0
23901,1,2,2,1,500,0,57200,0,0,0,0,0
23902,1,1,4,0,35000,0,35000,1,0,0,0,0
23903,2,2,3,0,500,0,39942,0,0,0,0,0
23904,2,1,3,1,2300,0,70300,0,2,0,0,0
23905,1,1,3,1,1800,0,44800,0,0,0,0,0
23906,4,2,2,1,666,0,10566,0,0,0,0,0
23907,2,1,2,1,2500,0,203011,3,0,0,0,0
23908,1,2,3,1,0,0,0,17,0,0,0,0
23909,1,2,3,1,910,0,7900,4,0,0,0,0
23910,2,1,3,1,3000,0,22300,12,0,0,0,0
23911,1,2,2,0,1019,0,28020,0,0,0,0,0
23912,1,1,4,0,0,0,0,5,0,0,0,0
23913,1,1,3,0,1000,0,49552,8,0,0,0,0
23914,1,2,3,0,1500,0,0,18,0,0,0,0
23915,4,2,2,0,660,0,22865,5,0,0,0,0
23916,1,2,3,1,168,0,68168,0,0,0,0,0
23917,2,2,2,1,1100,0,2900,1,0,0,0,0
23918,1,2,4,1,500,0,808900,2,0,0,0,0
23919,1,1,4,1,900,0,13600,10,0,0,0,0
23920,4,3,3,0,0,0,0,0,0,0,0,0
23921,4,1,7,0,1700,0,184151,8,1,0,0,0
23922,4,1,4,0,199,0,71600,0,0,0,0,0
23923,4,1,3,0,5000,0,77000,2,0,0,0,0
23924,2,2,2,0,7,0,336176,1,0,0,0,0
23925,2,2,3,1,500,0,15847,7,0,0,0,0
23926,1,3,4,1,2500,0,2500,0,0,0,0,0
23927,1,1,4,1,608,0,64788,1,0,0,0,0
23928,1,1,4,0,2000,0,0,1,0,0,0,0
23929,1,3,3,0,0,0,0,0,0,0,0,0
23930,2,1,3,0,3000,0,8000,0,0,0,0,1
23931,1,1,4,1,500,0,142827,0,1,0,0,0
23932,1,1,4,0,0,0,0,0,0,0,0,0
23933,1,3,2,1,745,0,65198,4,0,0,0,0
23934,1,1,3,0,4150,10,145350,2,0,0,0,0
23935,1,2,3,1,57900,0,57900,0,1,0,0,0
23936,1,2,3,1,1400,0,1400,10,0,0,0,0
23937,1,1,4,1,7044,0,7044,10,0,0,0,0
23938,1,1,4,1,4200,0,29200,1,0,0,0,0
23939,1,2,3,1,4000,0,18200,0,0,0,0,0
23940,1,2,4,1,2069,0,7468,4,0,0,0,0
23941,1,1,4,1,730,0,17512,1,0,0,0,1
23942,2,1,4,1,1000,0,50677,0,0,0,0,0
23943,2,2,5,0,0,0,0,27,0,0,0,0
23944,2,2,4,0,10000,0,10000,6,0,0,0,0
23945,1,2,3,0,5000,0,521000,0,0,0,0,0
23946,1,1,3,1,1000,0,54863,0,0,0,0,1
23947,1,1,3,0,400,0,24111,0,0,0,0,0
23948,1,1,4,1,500,0,19452,32,1,0,0,0
23949,4,1,7,0,3211,0,493000,0,0,0,0,0
23950,1,1,3,0,500,87,58380,29,0,0,0,0
23951,2,1,4,0,3500,0,3500,18,0,0,0,0
23952,2,2,3,0,10000,0,10000,14,0,0,0,1
23953,1,1,5,0,1000,0,36730,0,0,0,0,0
23954,2,1,4,1,3000,0,26200,3,0,0,0,0
23955,4,2,3,1,500,0,15816,0,0,0,0,0
23956,2,2,3,1,500,0,8500,14,3,0,0,0
23957,4,1,3,1,0,0,0,0,0,0,0,0
23958,2,1,4,1,1100,0,33519,1,0,0,0,0
23959,4,1,2,1,2498,0,10500,0,0,0,0,0
23960,1,2,3,0,100,0,13823,0,0,0,0,0
23961,1,2,3,1,2,0,60847,5,0,0,0,0
23962,1,1,3,1,100,0,23000,0,0,0,0,0
23963,1,2,4,0,26,0,24731,0,0,0,0,0
23964,1,1,4,0,500,0,28000,2,0,0,0,0
23965,2,1,4,1,203,0,7361,27,1,0,0,0
23966,1,1,4,1,0,37,0,6,0,0,0,0
23967,1,1,4,1,880,0,10641,4,0,0,0,0
23968,1,1,3,1,700,0,201600,4,0,0,0,0
23969,4,1,5,0,0,0,0,0,0,0,0,0
23970,1,3,3,1,1666,0,28586,9,0,0,0,0
23971,1,2,3,0,500,0,12500,13,0,0,0,0
23972,1,1,5,0,3000,0,25846,5,0,0,0,0
23973,2,2,4,1,163,0,67010,0,0,0,0,0
23974,1,2,4,1,3388,0,7188,11,0,0,0,0
23975,1,1,4,1,1600,0,283600,2,0,0,0,0
23976,4,1,3,0,0,0,0,5,0,0,0,0
23977,1,1,3,1,1899,0,40000,4,0,0,0,0
23978,1,1,3,1,3000,0,109000,0,0,0,0,0
23979,1,1,4,0,1000,0,13200,1,0,0,0,0
23980,4,1,3,1,1300,0,13900,1,1,0,0,0
23981,1,2,3,0,3890,0,19890,16,0,0,0,0
23982,1,1,4,1,1500,0,41500,16,0,0,0,0
23983,1,2,2,1,0,0,0,0,0,0,0,0
23984,1,2,3,1,333,0,38001,6,0,0,0,0
23985,1,2,3,0,1350,0,171500,0,0,0,0,0
23986,1,1,3,1,1000,0,114958,1,1,0,0,0
23987,1,1,3,1,910,0,0,23,1,0,0,1
23988,2,1,3,1,833,0,68388,0,0,0,0,0
23989,1,1,3,0,6000,0,6000,8,0,0,0,0
23990,4,1,5,0,800,0,388300,0,2,0,0,0
23991,1,1,4,0,1000,0,1000,11,0,0,0,0
23992,1,1,3,1,500,0,29609,0,0,0,0,0
23993,1,1,3,1,1100,0,51100,14,0,0,0,0
23994,4,2,5,1,9600,0,9600,0,0,0,0,0
23995,1,1,3,1,800,0,20898,13,0,0,0,0
23996,1,1,3,1,6000,0,118000,1,0,0,0,0
23997,4,1,7,1,38000,0,38000,2,0,0,0,0
23998,2,1,5,0,2000,0,11700,0,0,0,0,0
23999,4,2,6,1,4000,0,11000,19,1,0,0,0
24000,1,1,3,0,1200,0,3500,20,0,0,0,0
24001,4,2,5,0,3800,0,0,0,0,0,0,0
24002,4,1,3,1,5000,0,450000,1,1,0,0,0
24003,4,1,6,0,620,0,19026,2,0,0,0,0
24004,1,1,3,0,200,0,1900,0,0,0,0,0
24005,4,1,6,1,10000,0,22999,0,0,0,0,0
24006,1,2,4,0,500,0,20539,17,0,0,0,0
24007,1,2,3,1,300,0,23500,5,0,0,0,0
24008,1,1,4,1,0,0,0,0,0,0,0,0
24009,4,2,3,1,500,0,1900,0,0,0,0,0
24010,2,1,5,0,40000,0,183000,1,1,0,0,0
24011,1,2,3,1,3000,0,123000,1,0,0,0,0
24012,2,1,3,0,5078,0,5078,14,0,0,0,0
24013,2,1,4,0,500,0,116840,14,0,0,0,0
24014,1,1,4,0,1300,0,19302,16,0,0,0,0
24015,1,1,3,1,1200,0,0,46,2,0,0,0
24016,1,1,4,1,11000,0,11000,1,0,0,0,0
24017,2,2,3,1,600,0,20600,4,4,0,0,0
24018,2,1,3,0,663,0,442700,1,1,0,0,0
24019,2,1,3,1,1500,0,46874,0,0,0,0,0
24020,2,1,4,1,500,0,287280,0,1,0,0,0
24021,1,2,3,0,2498,0,2498,23,0,0,0,0
24022,1,1,4,0,1000,0,11500,1,0,0,0,0
24023,1,1,4,0,0,0,0,0,0,0,0,0
24024,1,2,3,1,500,0,34058,0,0,0,0,0
24025,1,1,4,1,520,0,3450,0,0,0,0,0
24026,1,1,3,0,1000,0,75183,7,0,0,0,0
24027,1,2,3,1,500,0,39400,2,0,0,0,0
24028,1,1,3,1,600,0,297100,6,1,0,0,0
24029,1,1,4,1,50000,0,50000,6,0,0,0,0
24030,1,2,3,0,5000,0,5000,8,0,0,0,0
24031,1,1,4,1,1000,0,4888,2,0,0,0,0
24032,1,3,3,1,2000,0,222000,2,1,0,0,0
24033,4,1,6,1,0,0,0,0,0,0,0,0
24034,1,1,6,0,2400,0,25387,7,0,0,0,1
24035,2,2,5,1,506,0,11601,12,2,0,0,0
24036,2,2,3,0,1000,0,1122266,0,0,0,0,0
24037,2,1,4,1,10721,0,220021,0,0,0,0,0
24038,1,1,4,0,300,0,354169,3,3,0,0,0
24039,2,2,4,1,0,0,0,4,0,0,0,0
24040,1,1,4,1,2000,0,7000,2,0,0,0,0
24041,1,1,5,0,2000,0,104018,0,3,0,0,0
24042,1,2,3,0,1000,0,38000,9,0,0,0,0
24043,1,1,4,0,700,0,10900,0,0,0,0,0
24044,4,3,2,1,1100,0,8553,1,0,0,0,0
24045,4,1,4,1,0,0,0,0,0,0,0,0
24046,1,3,2,1,0,0,0,0,0,0,0,0
24047,4,1,5,1,4500,0,634500,1,3,0,0,0
24048,1,1,3,0,800,0,45000,8,0,0,0,0
24049,1,2,3,0,50000,0,144000,5,1,0,0,0
24050,2,1,5,1,2199,0,3500,0,0,0,0,0
24051,2,2,3,1,9000,0,9000,2,0,0,0,0
24052,2,1,4,1,1092,0,3499,0,0,0,0,0
24053,1,1,4,1,590,0,54140,0,0,0,0,0
24054,1,1,4,0,8000,0,8000,13,0,0,0,0
24055,2,1,5,1,50000,0,131000,1,0,0,0,0
24056,4,2,3,0,500,0,6955,1,0,0,0,1
24057,4,1,4,1,0,0,0,0,0,0,0,0
24058,4,2,3,0,3878,0,18066,1,0,0,0,0
24059,2,2,7,1,5000,0,357800,0,0,0,0,0
24060,1,1,3,1,1000,0,18788,0,0,0,0,0
24061,1,1,4,0,232,0,31153,14,0,0,0,0
24062,2,2,4,1,555,0,316510,20,1,0,0,0
24063,1,1,3,0,2000,62,8400,16,0,0,0,0
24064,1,1,3,0,6000,0,31000,1,0,0,0,0
24065,4,1,4,0,4120,0,0,28,1,0,0,0
24066,4,1,4,0,111860,0,0,0,1,0,0,0
24067,1,2,3,1,1200,0,3500,0,0,0,0,0
24068,2,1,4,1,0,0,0,41,0,0,0,0
24069,1,2,3,1,800,0,2700,0,0,0,0,1
24070,1,3,3,0,0,0,0,4,0,0,0,0
24071,4,1,3,1,1500,0,1500,0,0,0,0,0
24072,1,1,2,1,4000,0,37600,0,0,0,0,0
24073,2,1,3,0,2500,0,12000,2,0,0,0,0
24074,1,1,3,1,8000,0,8000,23,0,0,0,0
24075,1,2,3,1,500,0,12800,3,0,0,0,0
24076,1,1,4,1,1000,0,97700,1,0,0,0,0
24077,1,1,4,0,0,0,0,15,1,0,0,0
24078,1,1,3,0,0,0,0,6,0,0,0,0
24079,4,1,4,1,1800,0,44300,1,0,0,0,0
24080,2,1,4,1,40,0,48696,0,0,0,0,0
24081,1,2,4,0,2000,0,16870,3,0,0,0,0
24082,1,2,4,0,500,0,112279,0,0,0,0,0
24083,4,1,4,0,0,0,0,0,0,0,0,0
24084,2,2,3,0,5000,0,0,0,0,0,0,0
24085,4,2,3,1,500,0,5500,25,0,0,0,0
24086,1,2,3,1,1000,0,1300,1,0,0,0,0
24087,2,2,3,1,284,0,126461,0,0,0,0,0
24088,4,1,3,1,1770,0,17070,0,0,0,0,0
24089,1,1,3,1,94,0,63495,9,0,0,0,0
24090,4,2,2,1,29,0,13662,0,0,0,0,0
24091,4,1,4,1,40000,0,40000,0,2,0,0,0
24092,2,1,4,1,1,0,101850,1,0,0,0,0
24093,1,1,4,1,1000,0,256100,5,0,0,0,0
24094,2,3,5,1,500,0,33599,27,0,0,0,0
24095,1,1,1,1,1800,0,15600,2,0,0,0,0
24096,2,1,4,1,2280,0,93280,3,0,0,0,0
24097,4,1,3,1,50000,0,339000,7,0,0,0,0
24098,1,1,3,1,3000,0,39100,1,0,0,0,0
24099,1,1,4,1,2000,0,1546380,2,0,0,0,0
24100,1,1,3,1,4300,0,94097,0,1,0,0,0
24101,2,3,5,0,549,0,31466,3,0,0,0,0
24102,1,1,3,1,1000,0,12000,2,11,0,0,0
24103,1,1,4,1,1200,0,15624,2,0,0,0,1
24104,1,1,3,1,7000,0,60000,7,0,0,0,0
24105,1,1,4,1,1000,0,62200,7,0,0,0,0
24106,1,1,3,0,1000,0,14199,0,0,0,0,0
24107,1,1,4,1,4800,0,4800,30,0,0,0,0
24108,1,1,4,1,10000,0,1003500,4,0,0,0,0
24109,1,1,4,0,700,0,30658,3,0,0,0,0
24110,4,2,4,0,1000,0,64600,12,0,0,0,0
24111,2,1,4,0,0,0,0,29,0,0,0,0
24112,4,1,4,1,900,0,220000,2,0,0,0,0
24113,4,2,3,0,5000,0,5000,0,0,0,0,0
24114,2,1,4,1,10000,0,478000,1,0,0,0,0
24115,2,2,4,0,500,0,47107,0,0,0,0,0
24116,1,1,4,1,940,0,23400,4,0,0,0,0
24117,1,1,3,1,500,0,11457,13,0,0,0,0
24118,1,1,3,1,1600,0,33200,0,0,0,0,0
24119,1,1,3,1,2500,0,22500,0,0,0,0,0
24120,4,1,7,0,109,0,3400,15,0,0,0,0
24121,1,1,4,1,0,0,0,27,0,0,0,0
24122,4,2,3,0,21000,0,343007,0,1,0,0,0
24123,2,1,4,1,3180,0,403180,9,0,0,0,0
24124,2,1,5,0,500,0,51950,0,0,0,0,0
24125,2,1,5,1,4800,0,4800,32,1,0,0,0
24126,1,1,3,0,800,63,37300,13,0,0,0,0
24127,1,1,4,1,800,0,6800,34,0,0,0,0
24128,2,2,3,1,2000,0,8500,2,1,0,0,1
24129,1,1,6,1,6700,0,23800,2,0,0,0,0
24130,4,1,4,1,1911,0,22192,0,0,0,0,0
24131,4,2,5,1,1000,0,30000,0,0,0,0,0
24132,2,2,3,0,100,0,25437,0,2,0,0,0
24133,4,1,4,1,2000,0,2500,10,0,0,0,0
24134,1,1,4,1,7500,0,207500,0,0,0,0,0
24135,2,2,3,1,100,0,4050,0,1,0,0,0
24136,1,1,3,1,5000,0,22000,2,0,0,0,0
24137,1,1,4,0,17000,0,17000,0,0,0,0,0
24138,1,1,4,1,1200,0,123200,1,0,0,0,0
24139,1,2,3,0,563,0,76194,1,0,0,0,0
24140,1,1,4,0,1000,0,90000,4,4,0,0,1
24141,1,1,4,0,10000,0,80000,6,0,0,0,0
24142,1,1,3,0,500,0,111590,3,2,0,0,0
24143,4,1,3,0,919,0,9500,4,1,0,0,0
24144,1,1,3,0,4500,0,86119,1,0,0,0,0
24145,1,2,3,1,500,0,48226,1,0,0,0,0
24146,1,2,3,0,888,15,11688,5,0,0,0,0
24147,1,1,4,1,2498,0,348498,7,0,0,0,0
24148,2,1,7,0,3791,0,478291,2,0,0,0,0
24149,1,1,3,1,900,0,15800,9,0,0,0,0
24150,1,1,4,1,20000,0,123100,0,0,0,0,0
24151,1,1,4,0,1200,0,661200,1,0,0,0,0
24152,1,2,3,0,585,0,15923,4,0,0,0,0
24153,1,1,4,0,888,0,40400,13,0,0,0,0
24154,4,1,4,1,8000,0,8000,15,0,0,0,0
24155,1,1,4,1,1200,0,18400,0,0,0,0,0
24156,4,1,4,0,2000,0,89500,0,0,0,0,0
24157,1,1,3,1,1100,0,134500,7,0,0,0,0
24158,2,2,3,1,1390,0,51994,0,0,0,0,0
24159,4,1,4,0,1000,0,46500,0,0,0,0,0
24160,4,1,4,1,1168,0,50883,4,0,0,0,0
24161,4,2,3,0,0,0,0,0,0,0,0,0
24162,1,1,3,1,1666,0,417156,1,0,0,0,0
24163,2,2,3,0,1000,0,19323,0,0,0,0,0
24164,1,1,3,1,1000,0,19305,0,0,0,0,0
24165,2,1,4,1,3000,0,9000,14,0,0,0,0
24166,1,1,4,1,600,0,189800,5,0,0,0,0
24167,4,1,4,1,503,0,63214,0,0,0,0,0
24168,4,1,4,0,5000,0,16300,0,0,0,0,0
24169,1,3,2,1,48,0,50480,7,0,0,0,0
24170,4,1,4,1,4500,0,12600,0,0,0,0,0
24171,1,1,4,0,1500,0,7100,6,0,0,0,0
24172,1,1,4,0,500,0,16300,17,0,0,0,0
24173,1,1,5,0,2500,0,219800,0,1,0,0,0
24174,1,2,4,1,500,0,11800,0,0,0,0,0
24175,1,1,5,0,12400,0,149400,1,0,0,0,0
24176,1,1,2,0,500,0,20719,0,0,0,0,1
24177,1,1,4,1,1500,0,274318,6,3,0,0,0
24178,2,2,3,0,3588,0,28588,8,2,0,0,0
24179,1,1,4,1,2000,0,54649,5,0,0,0,0
24180,2,1,3,0,200,0,923500,6,3,0,0,0
24181,4,1,4,0,10000,0,110000,0,0,0,0,0
24182,1,1,4,1,600,0,47600,7,0,0,0,0
24183,1,1,3,1,540,0,30200,9,0,0,0,0
24184,1,1,3,1,3500,0,381900,0,0,0,0,0
24185,1,1,3,1,1600,0,72000,13,0,0,0,0
24186,1,1,4,1,1000,0,6600,5,0,0,0,0
24187,4,2,3,0,1200,0,1200,0,0,0,0,0
24188,4,2,2,1,0,0,0,0,0,0,0,0
24189,2,1,4,1,1000,0,48148,22,1,0,0,0
24190,1,1,3,1,1100,0,472863,6,2,0,0,0
24191,2,2,4,0,910,0,9600,7,0,0,0,0
24192,1,3,5,1,4000,0,0,24,1,0,0,0
24193,1,2,2,1,500,0,13500,0,0,0,0,0
24194,1,1,3,0,1300,153,4100,4,0,0,0,0
24195,4,1,4,1,0,0,0,2,0,0,0,0
24196,1,1,3,1,900,0,23800,1,1,0,0,0
24197,2,1,4,1,2699,0,52700,0,0,0,0,0
24198,2,1,5,0,2000,0,52369,1,2,0,0,0
24199,1,1,4,0,1200,0,2700,0,0,0,0,0
24200,1,2,3,0,1000,0,9000,1,0,0,0,0
24201,1,1,4,1,1100,0,44153,0,0,0,0,0
24202,4,1,5,1,20000,0,20000,0,0,0,0,0
24203,1,1,4,1,1200,0,23450,27,3,0,0,1
24204,1,1,4,0,500,0,36587,0,0,0,0,0
24205,4,1,2,1,50000,0,140000,1,0,0,0,0
24206,1,1,4,1,2000,0,27798,4,0,0,0,0
24207,1,1,4,0,500,0,31684,0,0,0,0,0
24208,1,1,4,1,1900,0,25300,3,0,0,0,0
24209,2,1,4,0,220000,0,220000,0,0,0,0,0
24210,1,1,5,0,1189,0,41889,3,0,0,0,1
24211,4,2,2,1,500,0,45270,0,0,0,0,0
24212,4,2,4,1,5500,0,11500,1,0,0,0,0
24213,1,2,3,0,400,0,18660,0,0,0,0,0
24214,1,1,4,0,3000,0,3000,4,0,0,0,0
24215,1,1,3,0,3000,0,132450,4,1,0,0,0
24216,2,1,4,1,500,33,2500,18,0,0,0,0
24217,2,1,3,0,0,0,0,23,0,0,0,0
24218,1,1,4,0,1000,0,60500,43,1,0,0,0
24219,1,1,3,0,1500,46,3700,6,0,0,0,0
24220,1,1,3,1,27000,0,0,0,0,0,0,1
24221,2,1,4,1,3324,0,55324,0,0,0,0,0
24222,1,1,3,0,0,0,0,1,0,0,0,0
24223,4,3,5,0,2000,0,59192,2,0,0,0,0
24224,4,2,5,0,600,0,19100,0,0,0,0,0
24225,1,2,3,1,18000,0,320000,0,0,0,0,0
24226,1,2,3,1,2000,0,11648,2,0,0,0,0
24227,2,1,3,0,1000,0,17000,0,1,0,0,0
24228,1,1,4,1,1000,0,19516,1,0,0,0,0
24229,1,1,3,1,1000,0,10300,0,0,0,0,0
24230,1,2,3,1,0,0,0,1,0,0,0,0
24231,1,2,3,1,4076,0,27823,22,0,0,0,0
24232,4,1,6,0,0,0,0,0,0,0,0,0
24233,2,2,2,1,24100,0,52100,0,0,0,0,0
24234,1,2,3,0,10000,0,0,22,1,0,0,0
24235,1,2,4,1,1200,0,61945,3,2,0,0,0
24236,4,1,7,0,2400,0,145205,4,0,0,0,0
24237,4,3,3,0,0,0,0,2,0,0,0,1
24238,4,2,4,1,100,0,252000,0,1,0,0,0
24239,2,1,4,1,1001,0,39906,9,0,0,0,0
24240,4,2,3,1,5400,0,5400,12,1,0,0,0
24241,1,1,3,0,1000,0,5322,0,0,0,0,0
24242,1,1,4,1,0,0,0,15,0,0,0,0
24243,2,2,3,0,1000,0,290500,13,1,0,0,0
24244,1,1,3,1,1274,0,3500,0,0,0,0,0
24245,1,1,4,1,600,0,32105,2,0,0,0,0
24246,1,3,2,1,970,0,18700,0,0,0,0,0
24247,1,2,3,1,4300,0,18900,0,0,0,0,0
24248,4,1,2,1,2000,0,55400,0,0,0,0,0
24249,1,1,4,1,1200,0,21399,27,0,0,0,0
24250,1,2,2,0,500,0,11789,13,0,0,0,0
24251,1,1,4,1,536,0,26091,19,0,0,0,0
24252,1,1,3,1,600,0,1600,0,0,0,0,0
24253,1,2,3,0,0,0,0,0,0,0,0,0
24254,1,3,6,1,500,0,228342,1,1,0,0,0
24255,4,1,3,1,3000,0,38000,0,0,0,0,0
24256,2,1,5,0,2000,0,742643,1,0,0,0,0
24257,1,2,2,1,1600,0,32600,3,0,0,0,0
24258,1,1,4,1,5000,0,95600,0,0,0,0,0
24259,1,1,4,1,524,0,31550,5,0,0,0,0
24260,1,1,6,1,3000,0,45000,13,0,0,0,0
24261,4,1,3,1,500,0,19623,11,1,0,0,0
24262,2,1,3,1,1500,0,46057,0,0,0,0,0
24263,1,1,4,0,3500,0,772500,0,1,0,0,0
24264,1,1,4,1,946,0,0,26,0,0,0,0
24265,2,1,4,1,620,0,10504,0,0,0,0,0
24266,1,1,4,0,849,0,18149,0,0,0,0,0
24267,1,1,3,1,168,0,26155,0,0,0,0,0
24268,1,2,2,1,565,0,7691,0,0,0,0,0
24269,1,1,4,1,3000,0,567999,1,0,0,0,0
24270,2,1,4,1,1000,0,3500,4,0,0,0,0
24271,2,3,3,0,500,0,66600,1,0,0,0,0
24272,2,1,3,0,1300,0,69710,7,1,0,0,0
24273,2,2,4,0,20,0,104071,0,0,0,0,0
24274,2,1,4,1,666,0,98586,13,0,0,0,0
24275,2,1,3,1,6094,0,6094,15,2,0,0,0
24276,1,1,5,0,8000,0,8000,2,0,0,0,0
24277,2,2,3,1,1111,0,1011777,1,0,0,0,0
24278,1,1,4,1,113040,0,0,0,0,0,0,0
24279,1,2,2,0,1000,0,26700,0,1,0,0,0
24280,2,1,3,0,2520,0,22600,3,0,0,0,0
24281,1,1,3,0,1000,0,10000,0,0,0,0,0
24282,1,2,3,0,1000,0,22400,0,0,0,0,0
24283,2,2,4,0,1900,0,54900,0,0,0,0,0
24284,1,1,3,0,1897,0,17776,0,0,0,0,0
24285,1,1,3,0,500,0,35081,2,1,0,0,0
24286,1,1,4,0,1000,0,565500,10,0,0,0,0
24287,1,1,4,1,1000,0,4000,0,0,0,0,0
24288,2,1,7,0,30000,0,0,2,0,0,0,0
24289,1,1,3,0,385,0,26276,5,3,0,0,0
24290,1,1,3,0,0,0,0,22,0,0,0,0
24291,4,1,3,1,0,0,0,0,0,0,0,0
24292,2,1,4,1,1000,0,25224,0,0,0,0,0
24293,1,1,3,0,1000,0,13219,36,0,0,0,0
24294,4,2,3,1,1000,0,1000,0,0,0,0,0
24295,1,2,3,1,660,0,7900,0,0,0,0,0
24296,1,2,3,0,500,0,27033,0,0,0,0,0
24297,2,1,2,1,1000,0,70000,0,0,0,0,1
24298,4,1,3,1,2000,0,210700,2,0,0,0,1
